"Buff_id","Buff_name","Buff_Descript","Buff_type","Buff_school","Buff_endtype","Buff_RemoveAftOffline","Buff_RemoveAftBattle","Buff_RemoveAftDead","Buff_KeepBody","Buff_HideEffect","Buff_Detect","Buff_starttime","Buff_acttime","Buff_nextBuff","Buff_period_type","Buff_Mod_Type_1","Buff_Mod_Type_2","Buff_Mod_Type_3","Buff_Blockcommand","Buff_BlockAction","Buff_BlockSkill","Buff_BlockItemType","Buff_ProtectPK","Buff_BlockPK","Buff_BlockChat","Buff_MoveSpeed","Buff_Value1String","Buff_Value2String","Buff_Value3String","Buff_AntiBuff","Buff_ClearBuff","Buff_IconFile","Buff_EffectFile","Buff_SparkFile","Sound File","Buff_Priority","Buff_TimeOut"
"2032","木吸收","拥有此招者不受“清风拂柳”附加状态影响，受到的伤害也降低为85%，且有一定几率免受伤害。","6","2032","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1406","0","0","0","0","0","5","0"
"2033","高级反击","受到普通攻击时有30%几率施展反击，反击伤害与普通攻击伤害相同。","4","2033","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2000","2000","0","0","0","0","5","0"
"2034","高级反震","受到近身攻击时有30%几率将伤害反弹，反弹伤害为所受伤害的50%。","4","2034","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2001","2001","0","0","0","0","9","0"
"2035","高级反击反震免疫","拥有此招式者不会受“移花接木”和“扭转乾坤””类招式的影响。普通攻击伤害效果提高10%。","6","2035","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2002","2002","0","0","0","0","5","0"
"2036","高级2连击","有55%几率对目标连击2次，若对方有“扭转乾坤”和“移花接木”类招式则只攻击1次，拥有此招式普通攻击伤害效果降低20%。","4","2036","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2003","2003","0","0","0","0","4","0"
"2038","高级遁形","在战斗开始后自动遁形3～5回合，处于遁形状态下无法施放招式，拥有此招式普通攻击伤害效果降低15%。","6","2038","0","1","1","0","0","0","0","0","0 | 1","0","0","0","0","0","2","0","0","255","0","0","0","0","0","0","0","2005","2005","0","0","0","0","5","0"
"2039","高级遁形克制","拥有此招式无视隐身、遁形效果。命中、闪避提高10%。","4","2039","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2006","2006","0","0","0","0","5","0"
"2040","高级气血持续恢复","战斗中每回合自动恢复与自身等级同值的气血值。","4","2040","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2007","2007","0","0","0","0","5","0"
"2041","高级魔法持续恢复","战斗中每回合自动恢复自身等级/2的魔法值。","4","2041","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2008","2008","0","0","0","0","5","0"
"2042","高级招式消耗减半","施放招式时所消耗的魔法降低50%。","4","2042","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2009","2009","0","0","0","0","5","0"
"2043","高级必杀","普通攻击时有20%的几率出现必杀，必杀伤害为正常伤害的2倍。","4","2043","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2010","2010","0","0","0","0","5","0"
"2044","高级必杀免疫","拥有此招式不会受到“无双一击”类招式的必杀效果。并有15%几率化解敌人的魔法攻击。","4","2044","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2011","2011","0","0","0","0","5","0"
"2045","高级自动清除减益","不受除勾魂摄心大法外的任何异常状态，拥有此招式者闪避增加5%。","4","2045","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1000 | 1001 | 1002 | 1003 | 1004 | 1005 | 1006 | 1007 | 1008 | 1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1107 | 1108 | 1109 | 1111 | 1112 | 1113 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1122 | 1124 | 1123 | 1127 | 1400 | 1403 | 1404 | 1405 | 1406 | 1407 | 1408 | 1409 | 1410 | 1531 | 1540 | 1541 | 7025 | 2012 | 90001 | 90002","2012","0","0","0","0","5","0"
"2046","高级近身闪避","有30%的几率闪避敌人的近身攻击。","4","2046","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2013","2013","0","0","0","0","4","0"
"2047","高级持续增长","受到的增益类辅助效果持续回合数*4。","4","2047","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2014","2014","0","0","0","0","5","0"
"2049","高级攻击修正","拥有此招式者增加自身等级*0.75的攻击力，但普通攻击拥有“金钟罩”类招式者伤害降低20%。","6","2049","0","0","0","0","0","0","0","0","8","0","0","6","0","0","0","0","0","255","0","0","0","0","0","0","0","2016","2016","0","0","0","0","5","0"
"2050","高级防御修正","拥有此招式者增加自身等级*0.8的防御，但魔法攻击伤害降低10%。","6","2050","0","0","0","0","0","0","0","0","8","0","0","7","0","0","0","0","0","255","0","0","0","0","0","0","0","2017","2017","0","0","0","0","5","0"
"2051","高级附毒攻击","普通攻击时有20%的几率令目标中毒，中毒者每回合减少10%的气血值和5%的魔法值。自身则免疫所有毒状态。","4","2051","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1000 | 1001 | 1002 | 1003 | 1004 | 1005 | 2018","2018","0","0","0","0","5","0"
"2052","高级复活不死克制","对龟息类目标的攻击伤害效果提升100%，对返魂类目标提升30%，龟息类目标被击毙后无法复生。","6","2052","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2019","2019","0","0","0","0","5","0"
"2053","高级复活","死亡5回合后自动复活，拥有此招式者不受封类异常状态影响。","4","2053","0","1","1","0","1","0","0","0","4 | 5 | 9","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1107 | 1108 | 1110 | 1109 | 1111 | 1112 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128 | 2020 | 2021| 2054","2020 | 2021 | 2054","0","0","0","0","9","0"
"2054","高级不死","死亡时有30%几率复生并恢复全部气血值，拥有“龟息功”类招式者返魂效果无效。","4","2054","0","1","1","0","0","0","0","0","5 | 9","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2021","2021","0","0","0","0","5","0"
"2055","高级魔法修正","施展魔法招式时魔法伤害提高20%。","6","2055","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2022","2022","0","0","0","0","5","0"
"2056","高级封系免疫","不受除“大漠垂风”外的封类异常状态，普通攻击效果降低15%，闪避提高10%。","6","2056","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1107 | 1110 | 1109 | 1111 | 1112 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128 | 2023","2023","0","0","0","0","5","0"
"2057","高级全状态免疫","不受异常、辅助等持续性状态影响，受魔法伤害减少20%，受拥有“龟息功”类招式者攻击时伤害增加50%。拥有其他信仰类技能时，其他信仰技能不起作用。","6","2057","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1000 | 1001 | 1002 | 1003 | 1004 | 1005 | 1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1107 | 1108 | 1110 | 1109 | 1111 | 1112 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128 | 1201 | 1202 | 1203 | 1400 | 1403 | 1404 | 1405 | 1406 | 1407 | 1408 | 1409 | 1410 | 1500 | 1501 | 1502 | 1503 | 1504 | 1505 | 1506 | 1507 | 1700 | 1800 | 1803 | 1804 | 1806 | 1807 | 2024 | 2012 | 2023 | 2045 | 2056","2024 | 2012 | 2023 | 2045 | 2056","0","0","0","0","5","0"
"2058","高级招式2连击","施展魔法攻击时有35%几率连击2次，连击时魔法攻击伤害效果降低25%。","4","2058","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2025","2025","0","0","0","0","5","0"
"2059","高级伤害加倍","施展魔法攻击时有20%几率使伤害加倍。","4","2059","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2026","2026","0","0","0","0","5","0"
"2060","高级伤害波动","施展魔法招式时魔法攻击伤害会在80%~130%之间波动。","4","2060","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2027","2027","0","0","0","0","5","0"
"2061","高级金吸收","拥有此招者不受“羿射九日”附加状态影响，受到的伤害也降低为70%，且有一定几率吸收伤害来恢复自身气血。","6","2061","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1403 | 2028","2028","0","0","0","0","5","0"
"2062","高级土吸收","拥有此招者不受“地动山摇”附加状态影响，受到的伤害也降低为70%，且有一定几率吸收伤害来恢复自身气血。","6","2062","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1404| 2029","2029","0","0","0","0","5","0"
"2063","高级水吸收","拥有此招者不受“骇浪滔天”附加状态影响，受到的伤害也降低为70%，且有一定几率吸收伤害来恢复自身气血。","6","2063","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1405 | 2030","2030","0","0","0","0","5","0"
"2064","高级火吸收","拥有此招者不受“离火燎天”附加状态影响，受到的伤害也降低为70%，且有一定几率吸收伤害来恢复自身气血。","6","2064","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1407 | 2031","2031","0","0","0","0","5","0"
"2065","高级木吸收","拥有此招者不受“风弛电掣”附加状态影响，受到的伤害也降低为70%，且有一定几率吸收伤害来恢复自身气血。","6","2065","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1406 | 2032","2032","0","0","0","0","5","0"
"2066","龟息起效","0","4","2066","0","1","1","0","1","0","0","0","1 | 5","0","0","0","0","0","6","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"2067","真龟息起效","0","4","2067","0","1","1","0","1","0","0","0","1 | 5","0","0","0","0","0","6","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"2068","嗜血狂魔","普通攻击时，吸取对方所掉气血的25%，若对方身上有毒类异常状态，吸血后会中毒。攻击龟息类无效。","4","2068","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"2069","真·嗜血狂魔","普通攻击时，吸取对方所掉气血的30%，攻击龟息类无效。","4","2069","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2068","2068","0","0","0","0","4","0"
"2070","暗夜破","夜间攻防能力有所提升。普通攻击伤害效果提升7.5%，受到近身攻击伤害减少5%。","6","2070","0","1","1","0","0","0","0","0","5 | 8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"2071","太极无量气","抵御30%魔法伤害，效果持续6回合。","6","2071","0","1","1","0","0","0","0","0","1 | 5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0169.ent","0","0","5","0"
"2073","真·暗夜破","夜间攻防能力有所提升。普通攻击伤害效果提升15%，受到近身攻击伤害减少7.5%。","6","2073","0","1","1","0","0","0","0","0","5 | 8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2070","2070","0","0","0","0","5","0"
"2074","真·太极无量气","抵御60%魔法伤害，效果持续6回合。","6","2074","0","1","1","0","0","0","0","0","1 | 5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2071","2071","0","effCondit0169.ent","0","0","5","0"
"2075","隐身降","降伤害效果20%","6","2075","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"2076","高隐降","降伤害效果15%","6","2076","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2075","2075","0","0","0","0","5","0"
"2077","扼逆","气血越低抵抗能力越强（10％）","6","2077","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"2078","真扼逆","气血越低抵抗能力越强（20％）","6","2078","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2077","2077","0","0","0","0","5","0"
"2079","御气","伤害能力弱化10％","6","2079","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"2080","真御气","伤害能力弱化7.5％","6","2080","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2079","2079","0","0","0","0","5","0"
"2081","振奋","伤害能力强化10%","6","2081","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"2082","并肩作战","攻击友方部队，只掉1点血","6","2082","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5",""
"2083","高级复活","死亡4回合后自动复活，拥有此招式者不受封类异常状态影响。","4","2083","0","1","1","0","1","0","0","0","4 | 5 | 9","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1107 | 1108 | 1110 | 1109 | 1111 | 1112 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128 | 2020 | 2021| 2054","2020 | 2021 | 2054 | 1128","0","0","0","0","9","0"
"2084","高级不死","死亡时有50%几率复生并恢复全部生命值，拥有“龟息功”类招式者返魂效果无效。","4","2084","0","1","1","0","0","0","0","0","5 | 9","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2021","2021","0","0","0","0","5","0"
"2085","真龟息起效","0","4","2085","0","1","1","0","1","0","0","0","1 | 5","0","0","0","0","0","6","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"2086","高级反震","受到近身攻击时有40%几率将伤害反弹，反弹伤害为所受伤害的150%。","4","2086","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2001","2001","0","0","0","0","9","0"
"2087","真·嗜血狂魔","普通攻击时，吸取对方所掉气血的30%，攻击龟息类无效。","4","2087","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","2068","2068","0","0","0","0","4","0"
"2099","高级法伤修正","增加自身魔力x0.4的法术伤害力","6","2099","0","0","0","0","0","0","0","0","8","0","0","6","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3000","0.5LV招式效果","招式（不包括外攻）效果提高0.5LV","4","3000","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3001","1LV招式效果","招式（不包括外攻）效果提高1LV","4","3001","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3002","1.5LV招式效果","招式（不包括外攻）效果提高1.5LV","4","3002","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3003","2LV招式效果","招式（不包括外攻）效果提高2LV","4","3003","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3004","2.5LV招式效果","招式（不包括外攻）效果提高2.5LV","4","3004","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3005","3LV招式效果","招式（不包括外攻）效果提高3LV","4","3005","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3006","3.5LV招式效果","招式（不包括外攻）效果提高3.5LV","4","3006","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3007","4LV招式效果","招式（不包括外攻）效果提高4LV","4","3007","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3008","4.5LV招式效果","招式（不包括外攻）效果提高4.5LV","4","3008","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3009","5LV招式效果","招式（不包括外攻）效果提高5LV","4","3009","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3010","5.5LV招式效果","招式（不包括外攻）效果提高5.5LV","4","3010","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3011","6LV招式效果","招式（不包括外攻）效果提高6LV","4","3011","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3012","6.5LV招式效果","招式（不包括外攻）效果提高6.5LV","4","3012","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3013","7LV招式效果","招式（不包括外攻）效果提高7LV","4","3013","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3014","7.5LV招式效果","招式（不包括外攻）效果提高7.5LV","4","3014","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3015","8LV招式效果","招式（不包括外攻）效果提高8LV","4","3015","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3016","8.5LV招式效果","招式（不包括外攻）效果提高8.5LV","4","3016","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3017","9LV招式效果","招式（不包括外攻）效果提高9LV","4","3017","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3018","9.5LV招式效果","招式（不包括外攻）效果提高9.5LV","4","3018","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3019","10LV招式效果","招式（不包括外攻）效果提高10LV","4","3019","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3020","11LV招式效果","招式（不包括外攻）效果提高11LV","4","3020","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3021","12LV招式效果","招式（不包括外攻）效果提高12LV","4","3021","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3022","13LV招式效果","招式（不包括外攻）效果提高13LV","4","3022","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3023","14LV招式效果","招式（不包括外攻）效果提高14LV","4","3023","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3024","15LV招式效果","招式（不包括外攻）效果提高15LV","4","3024","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3025","16LV招式效果","招式（不包括外攻）效果提高16LV","4","3025","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3026","17LV招式效果","招式（不包括外攻）效果提高17LV","4","3026","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3027","18LV招式效果","招式（不包括外攻）效果提高18LV","4","3027","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3028","19LV招式效果","招式（不包括外攻）效果提高19LV","4","3028","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3029","20LV招式效果","招式（不包括外攻）效果提高20LV","4","3029","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3040","弱化100%","","6","3040","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3050","物抗20%","","6","3050","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3051","物抗40%","","6","3051","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3052","物抗60%","","6","3052","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3053","物抗80%","","6","3053","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3054","物理攻击免疫","","6","3054","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3056","物攻吸收100%","","6","3056","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3057","吸物伤增法伤","100%吸收物理伤害，但受到的法术伤害增加50%。","6","3057","1","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0020.ent","0","0","5","0"
"3060","魔抗20%","","6","3060","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3061","魔抗40%","","6","3061","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3062","魔抗60%","","6","3062","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3063","魔抗80%","","6","3063","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3064","法术攻击免疫","","6","3064","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3066","法术吸收100%","","6","3066","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3067","吸法伤增物伤","100%吸收法术伤害，但受到的物理伤害增加50%。","6","3067","1","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effCondit0067.ent","0","0","5","0"
"3070","双抗20%","","6","3070","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3071","双抗40%","","6","3071","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3072","双抗60%","","6","3072","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3073","双抗80%","","6","3073","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3074","双抗90%","","6","3074","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3075","淡月弄梅","","6","3075","1","1","1","1","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","effHurt4242.ent","0","0","5","0"
"3080","抗封","","4","3080","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1107 | 1108 | 1110 | 1109 | 1111 | 1112 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128 | 2023","2023","0","0","0","0","5","0"
"3081","免疫异常状态","","4","3081","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","1000 | 1001 | 1002 | 1003 | 1004 | 1005 | 1100 | 1101 | 1102 | 1103 | 1104 | 1105 | 1106 | 1108 | 1110 | 1109 | 1111 | 1112 | 1113 | 1114 | 1115 | 1116 | 1117 | 1118 | 1119 | 1120 | 1121 | 1123 | 1128 | 1400 | 1403 | 1404 | 1405 | 1406 | 1407 | 1408 | 1409 | 1410 | 1502 | 1800 | 2024 | 2012 | 2023 | 2045 | 2056 | 2057","2024 | 2012 | 2023 | 2045 | 2056 | 2057","0","0","0","0","5","0"
"3082","高级必杀免疫","拥有此招式有30%几率化解敌人的魔法攻击。","4","3082","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3083","高级不死","死亡时100%几率复生并恢复全部气血值。","4","3083","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3084","高级复活","死亡2回合后自动复活。","4","3084","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"3085","真龟息起效","0","4","3085","0","1","1","0","1","0","0","0","1 | 5","0","0","0","0","0","6","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
